Pathway	A57RS1T1	A57RS1T2C	A57RS1T2	A57RS2T1	A57RS2T2C	A57RS2T2	A57RS3T1	A57RS3T2C	A57RS3T2	HF12RS1T1	HF12RS1T2C	HF12RS1T2	HF12RS2T1	HF12RS2T2C	HF12RS2T2	HF12RS3T1	HF12RS3T2C	HF12RS3T2	HG64RS1T1	HG64RS1T2C	HG64RS1T2	HG64RS2T1	HG64RS2T2C	HG64RS2T2	HG64RS3T1	HG64RS3T2C	HG64RS3T2	HG70RS1T1	HG70RS1T2C	HG70RS1T2	HG70RS2T1	HG70RS2T2C	HG70RS2T2	HG70RS3T1	HG70RS3T2C	HG70RS3T2
ko04012: ErbB signaling pathway	0	0	0.5560998733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2784211417	0	6.2343947144	0	0	0	0	0	0	0	0	0	0	0
ko04013: MAPK signaling pathway - fly	0	0	0	0	0	3.3048999093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7720993467	0	0	0	0	0	0	0	0
ko04020: Calcium signaling pathway	0	0	0	0	0	1.6766009305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5879795992	0
ko04060: Cytokine-cytokine receptor interaction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2827427024	0	0	0	0	0	0	0	0	0	0	0
ko04062: Chemokine signaling pathway	1.7905040811	0.8552515838	0	1.4195518371	0	0	2.2172529957	1.6346408288	0.9775353822	1.4620613379	1.6338053956	0	1.1133726220	0	0	1.6053594851	0.9639704877	0	1.3051984601	0	0	0.5648048775	0.4543452818	1.3850112042	7.6570500651	0	0	1.3920607371	1.6316077822	0	0	0	0	1.2182539327	0	0
ko04070: Phosphatidylinositol signaling system	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319.1488786170	0	0	0	0	0	0	0	0	0	0	0
ko04075: Plant hormone signal transduction	0.0458915863	0	0	0	0	0	0	0	0	0	0.3439131676	0	0.2032470970	0	0	0.3163556506	0	0	0	0	0	0	0	0	4.6296402514	0	0	0.5169931992	0	0	0	0	0	0	0	0
ko04080: Neuroactive ligand-receptor interaction	0	0	0	0	0	0.0125011976	0.0373776436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2885466286	0.0281167048	0	0	0	0	0	0	0	0	0	0
ko04110: Cell cycle	4.0253495691	1.2535170272	0	2.4881744251	1.2710490477	2.3835371258	2.8993088685	0.9321583964	0	1.6071393533	0	0	1.1901643111	0	0.3263545934	1.1741115732	0.5779919624	0.6548427651	1.3338032739	1.3465210526	0	0.6833010696	0.6031908466	0	10.2499430967	1.5908763717	0	0	0	1.1661334280	0	0	0.5853489056	0.8991087138	0	0
ko04111: Cell cycle - yeast	3.8143761940	1.3672385895	0.7242774135	2.2693333828	1.3174052797	1.9817050344	2.9244901847	0.9198255318	0	1.6555489836	1.6528675095	0.7667861745	1.4686993550	2.5166499163	0	1.5514617026	0.8958010005	0	1.2987752072	1.1838896866	0.9888772059	0.9494692725	0.7088070508	2.2120851582	4.5855734589	1.7034537533	1.4677983750	2.1402031980	1.3446268898	0.9167331693	1.2154852564	0.9954717813	0.7833046307	0.8693611571	1.0993074700	1.1457764960
ko04112: Cell cycle - Caulobacter	2478.4702279589	2548.0765768488	3970.7740414234	2776.2542854377	2825.3805286011	4180.3638349566	2078.9284614794	2189.5604201362	3483.6882675612	2006.4395035883	1772.3439045878	3961.1046669665	2026.4589005543	1758.9102251517	3971.5241112760	2023.4902254073	1687.8507041510	5333.5999388983	2278.7043959803	1997.4962162324	3149.1856665115	1868.4766712502	2063.6017380976	3676.1729092066	3855.9900864736	2232.7740742886	2367.2724360032	2090.2139142223	2349.3253335799	2704.0913251162	1422.6913940356	2255.7099695306	3113.6446506896	1692.4226876782	2089.0023707960	3390.0645165695
ko04113: Meiosis - yeast	14.3193168296	19.5299617782	12.6432265652	22.6589340412	23.0847456910	20.9797584957	16.7054970542	21.0548762347	13.7359169074	14.2611682015	11.9763909305	9.3527682101	15.6537789917	12.7380438113	12.0073103053	13.5291559562	12.2295819337	13.9331907823	13.8045958022	13.8371773274	10.0705247244	10.5039979101	14.8713636146	18.2663973695	38.9956529795	14.4019272433	11.1688969744	18.6754927765	21.0112329796	14.2463170213	10.8135969923	21.1040507969	13.2792504519	12.6265056731	19.0637162246	11.8804444470
ko04114: Oocyte meiosis	0	0	0	0	0	0	0	0	2.5499475424	0	5.5378371008	0	0	8.9362525196	0	0	0	0	0	0	0	0	0	5.7552679821	19.3491934116	0	5.4255946710	5.2709603913	4.6739118006	0	3.6473520468	3.2773057642	0	0	2.7041409581	2.9949853726
ko04115: p53 signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.2779508435	0	0	0	0	0	0	0	0	0	0	0
ko04120: Ubiquitin mediated proteolysis	4.2854330751	1.6630289010	0.7813419059	2.7572545833	1.4030978619	2.7099893760	3.3826268137	1.0821311928	0.4527723067	1.4305870258	2.0172246413	0.9670749573	1.5563848980	3.2118727623	0.3936233091	1.4676973458	1.2213314459	0.7163641522	1.3301189406	1.2324033612	0.9629474377	0	1.1751572969	2.0323081131	11.4810686295	1.9542796965	1.5070251027	1.8825178378	1.8048571740	0.9507933198	1.1418512775	1.0595999602	0	1.9410221487	0.8090070422	1.2697982273
ko04122: Sulfur relay system	921.6293942332	985.6445135838	2787.3352387008	1057.1240505665	1012.8232420882	2617.3309433940	671.9724735748	828.3297509105	2348.6127341744	1066.9930898481	604.3032832210	2850.2352251999	756.9772986806	613.2058770761	2890.4375537868	776.4951448872	597.4638949240	4164.0641324040	1027.2823742857	694.2345462192	2047.7784518665	782.5799819481	721.6820991829	2358.2530470928	1652.2297783094	863.7877928575	1301.6732924926	778.5634713126	885.4703109709	1592.5373644260	538.5641432559	939.0126527346	1862.7919096120	603.8864094494	744.8478428353	2243.1432678386
ko04130: SNARE interactions in vesicular transport	0.3129022067	0	0	0	0	0.1085298641	0	0	0	0.5858879849	0	0	0.5566426554	0.2085298609	0	0	0	0	0	0	0	0	0	0	6.2234521319	0	0	0	0	0	0	0	0	0	0	0
ko04140: Regulation of autophagy	0.5181241084	0.7850910873	0	2.0677776648	1.7478339996	0.9178065096	2.0756056892	1.5335446136	0.2416588335	1.4355361324	0	0.2780120523	0.7419185870	2.1025097601	0	0.7697768011	0	0	0	0	0.2082261456	0.4956102683	0	0	8.3343057724	1.3597224145	0.8029188409	0.7732173877	0	1.0359943724	0.2447394530	0.2273057132	0	0.4777322940	0.2187506746	0.5762898986
ko04141: Protein processing in endoplasmic reticulum	36.9496743831	36.7758986795	81.6488360573	39.8039297575	40.3762813297	85.4510470292	29.2848061348	32.9801539902	69.5502896998	32.4221751124	25.9936166519	83.3838162369	26.3601412710	26.4955659609	81.9206707807	28.4728068145	25.2753176646	116.9737783659	33.6144696102	28.5446965770	62.2827980420	26.9521525582	27.0568252840	70.9357025101	68.7948800249	32.9096555951	42.6996037803	33.0283205916	35.5982048900	51.6473891477	19.8641896049	40.1019383883	59.4930469544	24.2156286601	29.8199295072	68.1914965713
ko04142: Lysosome	6.8055116443	7.0325052146	5.5402396815	9.9211748612	0	10.5663447439	10.2601633351	9.0684058380	5.7524589765	16.7575837025	5.5010801109	0	8.6254807601	6.8945609091	0	6.4875148516	5.8158455740	5.6391728422	7.1613639341	0	4.7273257255	5.9632404125	5.4237144865	8.2267360346	28.3163621362	6.5556351573	5.3081160863	6.7131535469	10.0859031533	7.7981844426	4.1907456287	8.4702573814	0	5.8594973734	8.0599362440	4.7556807958
ko04144: Endocytosis	2.7280690659	0	0.8716226275	1.9475734173	1.5812659838	2.4257652355	2.3889171270	1.3925723708	0	0	0	0.7571364998	1.6572663417	2.9381997920	0.5855148557	1.2850685396	0	0.6646856632	1.4973679825	1.4807629387	1.0253605605	0	0	1.7173501201	12.7380282988	1.6064436803	1.3314962481	1.9779084339	1.5319695572	0	1.5236893924	0.7493412130	1.0099448124	1.1764858257	1.0037044894	0
ko04145: Phagosome	0	4.4542427073	0	7.4603685093	6.0446282819	0	0	5.4590238102	3.3757883129	0	0	2.8093238200	0	0	0	0	0	0	0	0	0	4.4457198645	0	0	31.0428111994	0	0	0	7.6923342897	4.0331883478	0	0	0	0	0	3.8716196364
ko04146: Peroxisome	416.5220235924	421.9775150513	785.6480399464	494.6262670877	457.4265955096	813.5123744722	345.2273909852	372.8534550834	679.2019735936	427.7929126074	305.8188664285	789.0964615138	373.7572523147	309.2756538221	795.9372811183	373.6650648747	283.4414491522	1086.2561366008	455.5549631531	339.9882901719	623.8930886320	348.8475150349	345.8216746181	744.4209779931	752.2257165757	388.0047173851	459.8896826060	367.9624930508	401.7147661662	499.5456937334	258.1502643861	392.0312562265	584.2455890829	293.6208801287	357.5738051665	0
ko04150: mTOR signaling pathway	0	0	0	0.2931234191	0	0	0	0	0	1.2461583607	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6120935732	16.5421480839	0	0	0	1.7768578282	0	0	0	0	0	0	0
ko04210: Apoptosis	17.2256600232	0	99.2507049842	0	0	88.1472788298	16.3184168317	17.0790206811	84.4196311851	0	0	100.5778259662	13.4999615870	0	106.6201097937	0	0	157.3640908567	0	0	67.3308701130	0	0	78.8407499597	47.4177089926	0	37.3625263850	0	0	51.6397481062	0	28.3561785040	65.3226665534	0	0	77.7799763373
ko04260: Cardiac muscle contraction	0	0	0	0	0	0	0	0	0	0	0	314.2141699086	0	0	0	0	0	0	0	0	0	0	0	0	239.8363500805	0	0	0	0	188.3002755398	0	0	0	0	0	0
ko04270: Vascular smooth muscle contraction	3.3864616215	1.4369542225	1.5129457389	3.0495273630	2.3580862162	4.0748874103	3.4735493493	2.1851762004	1.4753361965	3.1511207130	2.9274275046	1.1747003379	2.5144818582	4.5447886021	0.8299950952	3.3320697330	1.4298959893	1.2510422592	2.9784136945	2.2032421534	1.6889711656	1.5411685846	1.1497827850	2.8752633972	16.0275174326	2.5305218395	3.2193274189	2.2961857207	2.6349592046	1.1658904196	1.9098128722	1.5118667678	1.7510550807	2.1338527618	1.5939495011	1.4690001166
ko04310: Wnt signaling pathway	5.6189325904	2.7377019863	0	3.9032062404	3.0895022962	4.7540710353	5.0405345145	2.9127923870	1.6468385564	3.2633154977	3.4745491846	0	2.7264916323	4.5865333081	0.8281443991	3.6840688697	2.4023214285	0	2.6791261590	2.8621415263	0	2.1109985156	0	3.6923788483	10.2996218588	4.2246133861	2.9628179186	3.9848930357	3.1907896487	0	2.1784198878	2.1142499825	2.1137976855	0	2.0259478791	0
ko04320: Dorso-ventral axis formation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.8590418515	0	0	0	2.1190489303	0	0	0	0	0	0	0
ko04330: Notch signaling pathway	0.6289109274	0	0	0	0	1.3104672081	1.0514496162	0.6508712502	0	1.3934424659	0	0	0	1.0740758737	0	0	0	0	0.8654556225	0	0	0	0	0	4.5417126290	0.6644985584	0	0	0	0	0	0	0	0	0	0
ko04340: Hedgehog signaling pathway	0	0.8778938892	0	0	0	2.1753399181	1.8984832586	0	0	0	0	0	0	0	0	0	0.5830764726	0	0	0	0	0	0	0	3.8921917562	0	0	0	0	0	0	0	0	0	0	0
ko04350: TGF-beta signaling pathway	0	0	0	0	0	3.6362172728	4.0295805413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.2408100095	0	0	0	0	0	0	0	0	0	0	0
ko04360: Axon guidance	0	0	0	0	0	3.0540114897	0	0	0	0	2.7740789582	0	0	0	0	0	0	0	0	0	0	0	0	0	9.8560010129	0	0	0	2.3875300928	0	1.2009427804	0	0	0	1.5486565487	0
ko04370: VEGF signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.4258831839	0	0	0	0	0	0	0	0	0	0	0
ko04380: Osteoclast differentiation	1.8068413838	0	0	0	0	0	0	0	0	0	0	0	0	1.1700480507	0	0	0	0	0.6903785883	0	0	0	0	0	4.1904899527	0	0	0	0	0	0	0	0	0	0	0
ko04510: Focal adhesion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.6730149852	0	0	0	0	0	0	0	0	0	0	0
ko04512: ECM-receptor interaction	0	0	0	0	0	0.0922418050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.4339879245	0	0	0	0	0	0	0	0	0	0	0
ko04514: Cell adhesion molecules (CAMs)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1324326806	0	0	0	0	0	0	0	0	0	0	0
ko04520: Adherens junction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.9240247918	0	0	0	0	0	0	0	0	0	0	0
ko04530: Tight junction	5.0201885829	0	0	0	0	5.2744156588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.7815838349	0	0	0	0	0	0	0	0	0	0	0
ko04540: Gap junction	8.7231706486	0	0	0	0	7.9231099567	0	0	0	7.4348494701	0	0	0	11.7446368910	0	0	0	0	5.5773114514	0	0	0	2.6818620182	0	0	6.9762633915	5.3116871586	6.8480185393	0	0	5.3336478569	4.0632072273	0	0	0	0
ko04610: Complement and coagulation cascades	0.6673146922	0	0	0.8317197498	0.6988699818	0	0.4603183524	0.5213776278	0	0.4321177965	0.4349075000	0	0.4898359402	0.4786689356	0	0	0	0	0	0.4491089037	0.4179652458	0	0	0	2.5637893051	0.6654239353	0.4896559004	0	0.5376394107	0	0.3521615796	0	0.5622692303	0	0	0
ko04612: Antigen processing and presentation	56.6352796662	0	140.1858670766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123.4716607268	94.9926864074	0	0	0	0	0	0	0	0	0	0	0
ko04620: Toll-like receptor signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0389085101	0	0	0	0	0	0	0	0	0	0	0
ko04621: NOD-like receptor signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.6328122224	0	0	0	0	0	0	0	0	0	0	0
ko04622: RIG-I-like receptor signaling pathway	2.7293379182	4.0803966234	0	0	0	4.1120579391	4.4680269205	0	0	0	0	0	0	1.4561984006	0	1.7447651442	0	0	0	0	0	0	0	0	21.1928864483	0	2.1742515930	3.1606673641	0	0	0	2.8717682017	0	0	0	0
ko04623: Cytosolic DNA-sensing pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5665589288	0	0	0	0	0	0	0	0	0	0	0
ko04626: Plant-pathogen interaction	522.7893862695	482.6127260137	805.3344202443	581.1057541518	508.3272149388	825.8629911670	395.6256158980	429.1821367632	692.3638155715	438.1468925859	379.6449104104	840.5149728432	432.6840143141	384.0493908431	826.5859550410	448.7163930459	331.3520839071	1069.0957094600	449.9628422807	399.9700548875	669.8319879348	386.8823282687	401.0240086414	754.4030223209	618.3775124292	450.4825935270	492.0403284410	413.8130646019	470.8304608163	543.0924119390	311.7036674726	420.2205685558	634.7381551247	325.3101158512	410.0908048839	692.5057074640
ko04630: Jak-STAT signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6291939352	0	0	0	0	0	0	0	0	0	0	0
ko04640: Hematopoietic cell lineage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6022812960	0	0	0	0	0	0	0	0	0	0	0
ko04660: T cell receptor signaling pathway	0	0	0	0	0	2.0223414156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5382074026	0	0	0	0	0	0	0	0	0	0	0
ko04666: Fc gamma R-mediated phagocytosis	0	0	0	0	0	0	0	0	1.4088615609	2.1040691875	0	0.9395551795	0	3.2258711101	0	0	1.8063417199	0	0	0	0	0	0	0	16.4090236002	0	0	0	0	1.2000901187	0	0	0	0	0	0
ko04670: Leukocyte transendothelial migration	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.4542943055	0	0	0	0	0	0	0	0	0	0	0
ko04710: Circadian rhythm - mammal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.2923756630	0	0	0	0	0	0	0	0	0	0	0
ko04712: Circadian rhythm - plant	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.7308407192	0	0	0	0	0	0	0	0	0	0	0
ko04722: Neurotrophin signaling pathway	0	0	0	0	0	0	0	0	0	0	0	1.5427235321	0	0	0	0	0	0	0	0	2.2283252780	0	0	0	17.1267301890	0	0	0	0	0	0	0	0	0	0	0
ko04740: Olfactory transduction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.5877120384	0	0	0	0	0	0	0	0	0	0	0
ko04742: Taste transduction	0	0	0	0	0	1.7234424532	0	0	0	0	0	0	0	0	0	0	0	1.3077644708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04810: Regulation of actin cytoskeleton	2.8934019243	0	0	2.1708879184	1.8726748578	3.3016321652	2.7954087773	2.1020600807	0	0	0	0	1.9202764823	0	0	0	1.4456432452	0	1.6464520056	0	0	0	0	0	22.7047826769	0	0	2.0133002171	2.3862077030	0	0	0	0	0	0	1.0243021636
ko04910: Insulin signaling pathway	90.7233491854	86.7509490803	147.1856058144	103.8598584250	88.5884811562	158.7706081973	70.2790523701	75.6794357336	128.9807197515	85.6412645540	65.4209654554	148.9027691706	76.6176129033	66.5032867003	152.9469375537	81.1431271281	61.4090431490	208.7283315721	87.6349101211	69.3869287664	121.3543985899	68.6449849725	71.9425122125	144.3330223361	132.7073561077	79.8945833903	90.2976424286	77.5622067130	78.8840966613	90.5565125165	57.6761138296	71.9420007562	107.5387312138	59.3492618710	71.3521814832	119.8915410188
ko04912: GnRH signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.2162698311	0	0	0	0	0	0	0	0	0	0	0
ko04920: Adipocytokine signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278.3174101104	0	0	0	0	0	0	0	0	0	0	0
ko04940: Type I diabetes mellitus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1043.8289812511	0	0	0	0	0	0	0	0	0	0	0
ko04950: Maturity onset diabetes of the young	0.2490665620	0	0	0.0695670318	0	1.1815566160	0	0.0719376323	0	0.1469417595	0	0	0	0	0	0	0	0	0.0782853474	0	0	0	0	0.3539982611	0	0	0.0719021361	0.0600392736	0	0	0	0	0	0	0	0
ko04960: Aldosterone-regulated sodium reabsorption	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8604154166	0	0	0	0	0	0	0	0	0	0	0
ko04962: Vasopressin-regulated water reabsorption	7.1999403098	5.1390826424	2.2057743625	6.3259655599	6.5361235466	5.7625574038	7.2311104281	6.5687553187	4.0403034126	6.3410331290	6.7621905609	4.1585803362	4.6418063563	9.1776202284	0	6.2847520631	1.6149957356	2.7046468203	5.8115673156	4.3940384185	1.3321056170	4.2311483634	1.2435478169	6.0013904275	17.0809496979	4.7779314093	3.4169133450	5.2551459573	6.8895139727	1.4858204527	4.0329571477	0	4.1840277980	2.8032281536	4.7748859586	2.9611215794
ko04964: Proximal tubule bicarbonate reclamation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	625.9091613760	0	0	359.2190497251	0	0	0	0	0	0	0	0
ko04966: Collecting duct acid secretion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.2951521366	0	0	0	0	0	0	0	0	0	0	0
ko04970: Salivary secretion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.9813381023	0	0	0	0	0	0	0	0	0	0	0
ko04972: Pancreatic secretion	2.9574026970	1.4387098779	1.3845497451	1.5260937935	1.7937824526	4.7301734589	3.3639584660	1.8516538386	0.8973951775	1.6005840699	2.4676284831	0	1.5203331913	1.8501078523	0	2.7157928543	0	0	2.0461167606	1.6143845830	1.7857204452	0	1.2890134314	3.0290160834	7.3008606576	2.4896390670	1.7599900191	2.3224001401	0	0.6835460936	0.9303114495	1.4767362800	1.6034458125	1.5004006000	0	0.6743915984
ko04974: Protein digestion and absorption	6.2765359046	7.6630613810	4.2227964918	7.7878325753	8.3942521029	7.9320888030	8.1491072513	6.5076657458	5.2362164858	6.6142894532	5.1361579219	3.4130758309	5.1046702226	4.3648292618	3.6869200719	3.5774135318	5.7752022829	5.3157589061	8.7044189493	4.8214506050	3.2771119156	5.6463405553	6.1212045903	7.5332105657	17.1716743831	7.6075333999	3.8250283612	6.6433502517	8.5413503424	6.2021172321	3.5546908418	9.1627836282	5.2741600737	5.8727306740	8.6133623472	6.1838564577
ko05010: Alzheimer's disease	0	0	0	0	198.6250569559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132.4118232520	0	0	301.9575764169	0	0	0	0	0	0	0	0	126.9101616041	0	0
ko05012: Parkinson's disease	133.3941385882	0	214.4412814474	0	143.5052249082	229.7907056174	110.9819216850	113.7695654331	0	108.3436430346	88.6947379710	205.2163839852	100.4747394752	92.0581659678	0	98.9516078011	90.2307559846	0	118.0622225654	99.8315075423	163.7162020677	89.6837307423	98.5118755750	202.3153364268	226.4839235967	115.1717628976	125.5944743620	111.1617330981	121.6472878963	0	68.8699609996	121.5608868330	167.8065617526	88.9488769762	100.7733222486	183.1706375562
ko05014: Amyotrophic lateral sclerosis (ALS)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278.5115508897	0	0	0	0	0	0	0	0	0	0	0
ko05016: Huntington's disease	0	0	263.2879137682	157.9369019169	0	271.5014810168	112.0178806532	0	222.4294497085	125.3623876023	96.5468398202	254.1209256780	0	94.3267955854	0	0	0	358.0204749602	0	0	0	99.1224752933	0	238.9385629496	241.1093412093	0	143.2467252532	0	126.0860488304	0	74.8519574914	127.1473216614	0	0	106.0050455108	219.4352509128
ko05020: Prion diseases	0	0	0	0	0	0	0	0	0	27.8467700173	0	0	0	13.9807470757	0	0	0	0	0	0	0	0	0	0	47.1489560751	0	0	14.2202690942	0	0	0	0	0	0	0	0
ko05100: Bacterial invasion of epithelial cells	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.7089023837	0	0	0	0	0	0	0	0	0	0	0
ko05110: Vibrio cholerae infection	0	0	4.0811809491	0	0	7.2654170571	0	0	0	0	0	2.1768114860	0	0	0	0	0	0	0	0	0	0	0	0	29.0422058900	0	0	6.4732183272	0	0	0	0	0	0	0	0
ko05111: Vibrio cholerae pathogenic cycle	191.1518591896	196.7500523214	541.8712622755	218.4919655756	201.9798204517	519.2673294190	132.4036533193	157.7391494589	435.5270103539	267.1238785608	148.0390914326	539.4144316626	154.8227503638	128.8914033414	533.1136954252	180.6483221761	130.2246221773	771.1851035300	244.0871281076	146.8883254314	381.7904070569	180.5600268629	142.4264723257	461.4753242426	272.5537411894	188.3519140829	266.2552134219	159.9066793338	166.7646538744	305.7095530564	103.2216324090	188.7333822309	358.5172356940	121.6574659589	147.9171471419	426.2238983450
ko05120: Epithelial cell signaling in Helicobacter pylori infection	96.4750247393	97.8579868835	202.6591177435	112.9575836319	104.3743016176	213.9188400589	90.3604072196	90.8285792068	170.6354119281	109.7355826386	80.2859627977	194.1411816597	90.8114943796	79.2876862728	191.2426241087	93.6333910287	63.1450046942	274.8289126537	107.9148777082	85.0521489288	153.3030328926	88.2575741988	77.1846379889	193.3483445982	150.5559657052	95.7978335777	115.3491585996	86.9276458940	101.5738341526	120.0051775293	67.9214488638	82.8788540405	142.7007977569	72.2633059440	85.3759988553	164.9015639269
ko05130: Pathogenic Escherichia coli infection	0	0	5.6968240665	0	0	0	15.2295087217	0	0	0	10.7937606865	0	8.1745818631	0	3.3040457480	10.6342754122	6.7898314242	4.3627784279	0	8.4324670584	5.3395501861	0	0	11.6185219745	46.4606346538	0	0	0	0	0	0	0	7.9601968403	7.5239757988	7.7025606371	0
ko05131: Shigellosis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5692093007	0	0	0	0	0	0	0	0	0
ko05142: Chagas disease (American trypanosomiasis)	0	0	0	0	0	0	0	0	0	0	0	15.2445183006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.0739274088	0	0	0	0	0	0
ko05143: African trypanosomiasis	36.1817721128	40.3074087650	25.8659627518	41.6779645342	46.8291079636	39.5434776370	34.1082994739	35.6617526084	30.4081550386	53.8178138629	23.0771637838	0	31.1960084831	21.0995493786	25.9485879394	31.4271509637	25.2238325079	30.8588058143	56.3860418394	27.3437399058	20.7850911337	35.9396068791	31.7087648582	41.2738357049	106.5709860506	33.7892355418	22.1039821362	30.0865860751	36.4147045542	0	17.2313412022	37.3842111248	24.9473564165	26.9281863762	34.6556392123	28.5244931952
ko05145: Toxoplasmosis	12.1502336058	16.5698831701	9.1274413971	15.1077005241	18.4387281401	14.1072577519	11.9560019763	12.4058906437	10.8641879983	12.6361717886	9.0460548663	6.7056437372	10.1958813041	7.9328588275	8.9208691830	8.6620443039	8.7333111455	11.0991999572	16.5458086219	9.9591874164	9.0452482861	8.5009541488	11.6520532471	14.4288614217	37.4166538793	11.3994034034	6.6752486782	13.2087770725	13.9738984733	0	6.1084939531	12.3771508159	8.0964542875	8.8866027332	11.1116574424	10.0908838212
ko05146: Amoebiasis	0	0	0	0	0	0	11.7322360052	0	0	12.6038323686	10.4058507266	0	13.4566528987	10.9329113087	0	12.1970091184	8.9084750714	0	13.9055423903	12.9395814995	38.7873200633	0	0	0	28.8889144062	0	25.1981695452	0	0	0	9.4861341691	15.8573073416	0	0	0	0
ko05150: Staphylococcus aureus infection	1.5692117334	2.2633440952	60.1327707164	2.1753434923	5.6841895308	50.0769349120	0.6570322818	3.0056589020	46.4518883525	5.8356610929	0.6078122261	60.0234021654	1.6522650335	1.1520671872	59.1099711206	1.1561005898	0.7210385808	89.7192972465	6.3487996241	0.9927560468	40.0267004606	2.9986306369	1.1146154028	40.6582532680	28.3991218339	1.7318018374	20.8928757774	2.1046006417	1.8765663817	28.0236225669	0.4675780370	8.4015979618	32.7679515320	1.1537600649	1.7667328208	45.1554469761
ko05160: Hepatitis C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.7830924700	0	0	0	0	0	0	0	0	0	0	0
ko05200: Pathways in cancer	0	0	0	0	0	71.6898015865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67.1131221459	0	0	0	0	0	0	0	0	0	0	0
ko05211: Renal cell carcinoma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199.2812217050	0	0	0	0	0	0	0	0	0	0	0
ko05214: Glioma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.2852073858	0	0	0	0	0	0	0	0	0	0	0
